TAZ,Commodity,Quantity
11971,Single Family Detached Residential Economy,2132.076923
21318,Single Family Detached Residential Economy,810.9454545
21319,Single Family Detached Residential Economy,810.9454545
21320,Single Family Detached Residential Economy,810.9454545
21321,Single Family Detached Residential Economy,810.9454545
21322,Single Family Detached Residential Economy,810.9454545
21323,Single Family Detached Residential Economy,810.9454545
21324,Single Family Detached Residential Economy,810.9454545
21325,Single Family Detached Residential Economy,810.9454545
21326,Single Family Detached Residential Economy,810.9454545
21327,Single Family Detached Residential Economy,810.9454545
21328,Single Family Detached Residential Economy,810.9454545
21329,Single Family Detached Residential Economy,810.9454545
21330,Single Family Detached Residential Economy,810.9454545
21331,Single Family Detached Residential Economy,810.9454545
21332,Single Family Detached Residential Economy,810.9454545
21334,Single Family Attached Residential Economy,93
21334,Single Family Detached Residential Economy,5609.555556
21335,Single Family Attached Residential Economy,93
21335,Single Family Detached Residential Economy,5609.555556
21336,Single Family Attached Residential Economy,93
21336,Single Family Detached Residential Economy,5609.555556
22101,Multi-Family Residential Luxury,1030.5
22101,Office Space,493.25
22101,Single Family Attached Residential Economy,3433.5
22101,Single Family Detached Residential Luxury,8097
22180,Single Family Detached Residential Economy,19158.4
22181,Single Family Detached Residential Economy,19158.4
22183,Single Family Detached Residential Economy,19158.4
22184,Single Family Detached Residential Economy,19158.4
22940,Retail Space,2662.4
22940,Single Family Attached Residential Economy,3258.8
22940,Single Family Detached Residential Luxury,2880.8
22944,Retail Space,2662.4
22944,Single Family Attached Residential Economy,3258.8
22944,Single Family Detached Residential Luxury,2880.8
22946,Retail Space,2662.4
22946,Single Family Attached Residential Economy,3258.8
22946,Single Family Detached Residential Luxury,2880.8
22948,Retail Space,2662.4
22948,Single Family Attached Residential Economy,3258.8
22948,Single Family Detached Residential Luxury,2880.8
22953,Retail Space,2662.4
22953,Single Family Attached Residential Economy,3258.8
22953,Single Family Detached Residential Luxury,2880.8
22932,Single Family Detached Residential Economy,2511.25
22935,Multi-Family Residential Economy,5486.5
22935,Single Family Detached Residential Economy,18026.5
22935,Single Family Detached Residential Luxury,195542
19813,Single Family Attached Residential Economy,307.2
19813,Single Family Detached Residential Luxury,112.4
19813,Single Family Detached Residential Economy,834
19814,Single Family Attached Residential Economy,307.2
19814,Single Family Detached Residential Luxury,112.4
19814,Single Family Detached Residential Economy,834
19815,Single Family Attached Residential Economy,307.2
19815,Single Family Detached Residential Luxury,112.4
19815,Single Family Detached Residential Economy,834
19816,Single Family Attached Residential Economy,307.2
19816,Single Family Detached Residential Luxury,112.4
19816,Single Family Detached Residential Economy,834
19817,Single Family Attached Residential Economy,307.2
19817,Single Family Detached Residential Luxury,112.4
19817,Single Family Detached Residential Economy,834
20637,Single Family Detached Residential Luxury,1480.285714
20638,Single Family Detached Residential Luxury,1480.285714
20639,Single Family Detached Residential Luxury,1480.285714
20640,Single Family Detached Residential Luxury,208.8
20640,Multi-Family Residential Economy,10443.6
20640,Single Family Attached Residential Economy,2103.6
20642,Single Family Detached Residential Luxury,1480.285714
20643,Single Family Detached Residential Luxury,1480.285714
20644,Single Family Detached Residential Luxury,1480.285714
20647,Single Family Detached Residential Luxury,1480.285714
20650,Retail Space,3092
20654,Retail Space,3092
20655,Active Park Space,0
20656,Active Park Space,0
20657,Active Park Space,0
20658,Active Park Space,0
20659,Active Park Space,0
20660,Active Park Space,0
20661,Active Park Space,0
20662,Active Park Space,0
20663,Active Park Space,0
20664,Active Park Space,0
20665,Single Family Detached Residential Luxury,208.8
20665,Multi-Family Residential Economy,10443.6
20665,Single Family Attached Residential Economy,2103.6
22193,Single Family Detached Residential Economy,5195.230769
22194,Single Family Detached Residential Economy,5195.230769
22195,Single Family Detached Residential Economy,5195.230769
22196,Single Family Detached Residential Economy,5195.230769
22209,Light Industrial Space,0
22209,Single Family Detached Residential Economy,2286.6
22210,Light Industrial Space,0
22210,Single Family Detached Residential Economy,2286.6
22211,Light Industrial Space,0
22211,Single Family Detached Residential Economy,2286.6
22212,Light Industrial Space,0
22212,Single Family Detached Residential Economy,2286.6
22213,Light Industrial Space,0
22213,Single Family Detached Residential Economy,2286.6
22223,Single Family Detached Residential Economy,3486.666667
22227,Single Family Detached Residential Economy,3486.666667
22229,Single Family Detached Residential Economy,3486.666667
22230,Single Family Detached Residential Economy,3486.666667
22231,Single Family Detached Residential Economy,5209.75
22231,Single Family Attached Residential Economy,2261.25
22232,Single Family Detached Residential Economy,5209.75
22232,Single Family Attached Residential Economy,2261.25
22233,Single Family Detached Residential Economy,5209.75
22233,Single Family Attached Residential Economy,2261.25
22234,Single Family Detached Residential Economy,3486.666667
22235,Single Family Detached Residential Economy,5209.75
22235,Single Family Attached Residential Economy,2261.25
22247,Single Family Detached Residential Economy,3486.666667
22254,Religious Space,0
22254,Single Family Detached Residential Economy,48035
22255,Religious Space,0
22255,Single Family Detached Residential Economy,48035
19703,Retail Space,2183.125
19704,Retail Space,2183.125
19705,Retail Space,2183.125
19706,Retail Space,2183.125
19707,Retail Space,2183.125
19708,Retail Space,2183.125
19712,Retail Space,254.4
19712,Single Family Attached Residential Economy,2220
19712,Single Family Detached Residential Economy,324.8
19712,Multi-Family Residential Economy,2123
19713,Retail Space,254.4
19713,Single Family Attached Residential Economy,2220
19713,Single Family Detached Residential Economy,324.8
19713,Multi-Family Residential Economy,2123
19714,Retail Space,254.4
19714,Single Family Attached Residential Economy,2220
19714,Single Family Detached Residential Economy,324.8
19714,Multi-Family Residential Economy,2123
19715,Retail Space,254.4
19715,Single Family Attached Residential Economy,2220
19715,Single Family Detached Residential Economy,324.8
19715,Multi-Family Residential Economy,2123
19716,Retail Space,254.4
19716,Single Family Attached Residential Economy,2220
19716,Single Family Detached Residential Economy,324.8
19716,Multi-Family Residential Economy,2123
19743,Single Family Detached Residential Luxury,216
19743,Single Family Detached Residential Economy,2108
19743,Single Family Attached Residential Economy,1264
19743,Multi-Family Residential Economy,19855.5
19744,Single Family Detached Residential Luxury,216
19744,Single Family Detached Residential Economy,2108
4143,Single Family Detached Residential Economy,5315.4
4675,Single Family Attached Residential Economy,558
4675,Single Family Detached Residential Economy,11934.5
4676,Single Family Attached Residential Economy,558
4676,Single Family Detached Residential Economy,11934.5
4700,Single Family Detached Residential Economy,8266
4702,Single Family Detached Residential Economy,8266
4718,Single Family Detached Residential Economy,6147.833333
4719,Single Family Detached Residential Economy,6147.833333
4720,Single Family Detached Residential Economy,6147.833333
4721,Single Family Detached Residential Economy,6147.833333
4722,Single Family Detached Residential Economy,6147.833333
4723,Single Family Detached Residential Economy,6147.833333
5366,Single Family Attached Residential Economy,2550
5366,Single Family Detached Residential Economy,12130
5406,Government Operations Space,0
5406,Single Family Detached Residential Economy,42804.5
5411,Government Operations Space,0
5411,Single Family Detached Residential Economy,42804.5
6182,Active Park Space,0
6182,Office Space,42801
6182,Light Industrial Space,153852
6182,Retail Space,127600
6187,Retail Space,3422.5
6187,Single Family Detached Residential Economy,10667
6187,Single Family Attached Residential Economy,5513.5
6190,Single Family Attached Residential Economy,11370
6190,Single Family Detached Residential Economy,1328
6190,Multi-Family Residential Economy,4278
6193,Multi-Family Residential Economy,5933
6193,Religious Space,0
6193,Single Family Detached Residential Economy,14238
6193,Single Family Attached Residential Economy,16606
6196,Retail Space,3422.5
6196,Single Family Detached Residential Economy,10667
6196,Single Family Attached Residential Economy,5513.5
6961,Government Operations Space,0
6961,Light Industrial Space,0
6963,Government Operations Space,0
6963,Light Industrial Space,0
6966,Government Operations Space,0
6966,Light Industrial Space,0
6975,Light Industrial Space,6176
6975,Retail Space,0
6976,Retail Space,4300
6976,Office Space,938
6976,Multi-Family Residential Luxury,6825.5
6977,Retail Space,4300
6977,Office Space,938
6977,Multi-Family Residential Luxury,6825.5
7006,Multi-Family Residential Economy,4888
7029,Light Industrial Space,64939
7048,Multi-Family Residential Economy,22445.6
7049,Multi-Family Residential Economy,22445.6
7053,Multi-Family Residential Economy,22445.6
7054,Multi-Family Residential Economy,22445.6
8315,Single Family Detached Residential Luxury,258
8315,Multi-Family Residential Economy,1652
8315,Retail Space,0
8316,Single Family Detached Residential Luxury,258
8316,Multi-Family Residential Economy,1652
8316,Retail Space,0
8317,Single Family Detached Residential Luxury,258
8317,Multi-Family Residential Economy,1652
8317,Retail Space,0
8318,Single Family Detached Residential Luxury,258
8318,Multi-Family Residential Economy,1652
8318,Retail Space,0
8319,Single Family Detached Residential Luxury,258
8319,Multi-Family Residential Economy,1652
8319,Retail Space,0
8397,Multi-Family Residential Luxury,7801
8397,Multi-Family Residential Economy,2464
8397,Office Space,14603
8936,Multi-Family Residential Economy,3310
8936,Retail Space,3813
8936,Single Family Detached Residential Luxury,986
8936,Single Family Attached Residential Economy,2020
8938,Multi-Family Residential Economy,3310
