TAZ,Commodity,Quantity
19639,Retail Space,12217
6518,Office Space,5125
4409,Health Care Space,87235
10712,Single Family Attached Residential Economy,2460
17544,Mobile Home Residential,91568
3573,Single Family Attached Residential Economy,17045
4073,Primary Schools,9482
7327,Single Family Detached Residential Economy,79527
17358,Light Industrial Space,10638
13801,Primary Schools,38550
6610,Single Family Detached Residential Economy,117269
7161,Single Family Detached Residential Economy,89322
6050,Office Space,92809
15724,Single Family Attached Residential Economy,6601
3426,Multi-Family Residential Economy,44631
3317,Single Family Detached Residential Economy,89555
19663,Single Family Detached Residential Economy,25430
6114,Single Family Detached Residential Economy,59616
2909,Religious Space,14370
16648,Light Industrial Space,17633
9582,Single Family Attached Residential Economy,1950
9755,Retail Space,3100
21829,Spaced Rural Residential Economy,1451
11550,Spaced Rural Residential Economy,25607
10223,Retail Space,75200
16912,Spaced Rural Residential Economy,8237
9509,Single Family Detached Residential Economy,38157
19727,Multi-Family Residential Economy,4072
7889,Spaced Rural Residential Economy,3851
22000,Single Family Attached Residential Economy,2012
2830,Multi-Family Residential Economy,164691
19504,Single Family Detached Residential Economy,108034
11645,Retail Space,41521
5838,Single Family Attached Residential Economy,11629
13153,Single Family Detached Residential Economy,75731
22709,Single Family Detached Residential Economy,38653
20661,Single Family Attached Residential Economy,3356
11014,Light Industrial Space,10365
4720,Multi-Family Residential Economy,455997
2367,Retail Space,8000
16195,Spaced Rural Residential Economy,6790
12353,Light Industrial Space,729240
11263,Single Family Detached Residential Economy,116450
3075,Single Family Detached Residential Economy,2158
835,Single Family Detached Residential Economy,15538
3424,Single Family Detached Residential Economy,2361
11612,Single Family Detached Residential Economy,1092
15244,Religious Space,31116
541,Single Family Attached Residential Economy,23439
9858,Single Family Detached Residential Economy,31191
14798,Multi-Family Residential Economy,167824
21892,Light Industrial Space,14414
6176,Office Space,490407
3507,Single Family Detached Residential Economy,24820
7360,Single Family Attached Residential Economy,280459
19136,Single Family Detached Residential Economy,3945
18889,Single Family Attached Residential Economy,58380
5520,Multi-Family Residential Economy,263451
504,Religious Space,10414
752,Single Family Detached Residential Economy,4474
12785,Single Family Detached Residential Economy,28104
16544,Spaced Rural Residential Economy,4522
425,Multi-Family Residential Economy,24718
4340,Retail Space,40108
5608,Retail Space,54620
508,Multi-Family Residential Economy,26845
4498,Primary Schools,48644
15598,Multi-Family Residential Economy,7834
6736,Single Family Detached Residential Economy,141580
14924,Single Family Detached Residential Economy,259556
8749,Multi-Family Residential Economy,157860
1772,Religious Space,7500
4581,Primary Schools,108971
14594,Single Family Attached Residential Economy,9793
17405,Multi-Family Residential Economy,255733
20281,Depot Space,3200
15686,Retail Space,88310
19856,Spaced Rural Residential Economy,27489
1726,Single Family Attached Residential Economy,115366
10586,Multi-Family Residential Economy,153070
2398,Multi-Family Residential Economy,4284
19936,Single Family Detached Residential Economy,54724
4846,Single Family Detached Residential Economy,91420
348,Active Park Space,2420
20487,Single Family Detached Residential Economy,1914
5397,Single Family Detached Residential Economy,104397
1225,Multi-Family Residential Economy,124960
8127,Multi-Family Residential Economy,31340
8289,Religious Space,5000
17576,Retail Space,1631
8455,Single Family Detached Residential Economy,826330
1553,Single Family Detached Residential Economy,106405
15831,Primary Schools,46615
10764,Religious Space,5000
11265,Spaced Rural Residential Economy,1224
2863,Single Family Attached Residential Economy,2594
11712,Active Park Space,100000
9360,Religious Space,15148
6565,Single Family Detached Residential Economy,203943
11182,Spaced Rural Residential Economy,2900
489,Multi-Family Residential Economy,50076
22718,Multi-Family Residential Economy,30696
2018,Retail Space,881
1470,Single Family Detached Residential Economy,18793
21214,Spaced Rural Residential Economy,5541
16741,Spaced Rural Residential Economy,121239
22317,Light Industrial Space,49961
2713,Hotel Space,571659
1871,Retail Space,82795
3395,Single Family Attached Residential Economy,3109
19022,Single Family Detached Residential Economy,8417
18846,Single Family Attached Residential Economy,4625
638,Single Family Detached Residential Economy,5832
14176,Spaced Rural Residential Economy,2080
9205,Single Family Detached Residential Economy,114018
311,Multi-Family Residential Economy,147107
6799,Recreation Space,18720
12346,Light Industrial Space,384786
18573,Light Industrial Space,274843
8714,Religious Space,11183
11878,Light Industrial Space,110000
2149,Single Family Detached Residential Economy,7061
8200,Single Family Attached Residential Economy,39223
22014,Spaced Rural Residential Economy,1673
7144,Retail Space,20381
10760,Health Care Space,2857
2201,Multi-Family Residential Economy,65453
20273,Retail Space,2400
10389,Multi-Family Residential Economy,125175
2234,Single Family Attached Residential Economy,16343
2671,Retail Space,17466
13388,Single Family Detached Residential Economy,17535
17861,Single Family Detached Residential Economy,35646
9673,Single Family Detached Residential Economy,24220
4732,Single Family Detached Residential Economy,200645
6169,Office Space,312014
1356,Single Family Detached Residential Economy,80840
18053,Active Park Space,44060
5829,Single Family Detached Residential Economy,115510
14017,Single Family Detached Residential Economy,4041
7790,Single Family Detached Residential Economy,2362
705,Single Family Attached Residential Economy,39622
7899,Multi-Family Residential Economy,19217
8077,Office Space,20794
5983,Retail Space,4824
1113,Single Family Detached Residential Economy,108791
17068,Single Family Detached Residential Economy,94995
16634,Spaced Rural Residential Economy,26227
3939,Single Family Detached Residential Economy,6185
8412,Retail Space,2345
645,Single Family Detached Residential Economy,15270
14497,Health Care Space,876
13808,Spaced Rural Residential Economy,2375
2887,Multi-Family Residential Economy,13629
13248,Active Park Space,691
14373,Single Family Attached Residential Economy,2448
7939,Single Family Attached Residential Economy,2797
19758,Single Family Detached Residential Economy,176632
6629,Single Family Detached Residential Economy,26135
10548,Government Operations Space,36757
12856,Single Family Detached Residential Economy,36107
18212,Light Industrial Space,1854
16458,Light Industrial Space,22624
12179,Spaced Rural Residential Economy,22333
11434,Single Family Detached Residential Economy,109466
349,Retail Space,9376
7251,Retail Space,1328
22375,Spaced Rural Residential Economy,47465
9680,Single Family Detached Residential Economy,69859
17868,Single Family Detached Residential Economy,9263
2778,Single Family Detached Residential Economy,1508
22495,Retail Space,8179
10382,Multi-Family Residential Economy,78086
19213,Post-Secondary Institution Space,1189120
21280,Single Family Detached Residential Economy,11998
10112,Single Family Detached Residential Economy,82046
22148,Government Operations Space,1584
10427,Retail Space,8019
1249,Single Family Detached Residential Economy,1848
1183,Religious Space,5000
8993,Single Family Attached Residential Economy,6464
17329,Retail Space,18172
22773,Single Family Detached Residential Economy,5326
11118,Spaced Rural Residential Economy,81221
20846,Spaced Rural Residential Economy,7028
1104,Multi-Family Residential Economy,12582
13756,Single Family Detached Residential Economy,35068
16373,Spaced Rural Residential Economy,21776
8006,Multi-Family Residential Economy,2880
12488,Single Family Detached Residential Economy,55043
13770,Single Family Attached Residential Economy,17045
19860,Single Family Detached Residential Economy,66317
5815,Office Space,8808
20411,Single Family Detached Residential Economy,46764
902,Single Family Attached Residential Economy,8431
18865,Single Family Attached Residential Economy,1662
13687,Single Family Attached Residential Economy,61598
14765,Single Family Detached Residential Economy,89265
6577,Single Family Detached Residential Economy,83823
13920,Office Space,13540
3623,Multi-Family Residential Economy,53762
8495,Active Park Space,6716
759,Single Family Detached Residential Economy,40426
19694,Single Family Detached Residential Economy,770
14637,Office Space,21929
14698,Religious Space,6408
5914,Single Family Attached Residential Economy,35280
19777,Single Family Detached Residential Economy,18456
13060,Spaced Rural Residential Economy,10164
14131,Single Family Detached Residential Economy,92584
6743,Single Family Detached Residential Economy,34534
9392,Single Family Attached Residential Economy,4812
6852,Multi-Family Residential Economy,540052
7294,Single Family Detached Residential Economy,52196
1702,Single Family Attached Residential Economy,2200
15690,Mobile Home Residential,3793
10387,Single Family Detached Residential Economy,2503
15565,Single Family Detached Residential Economy,31919
5659,Light Industrial Space,93450
14404,Single Family Attached Residential Economy,5510
7486,Multi-Family Residential Economy,55788
14848,Single Family Detached Residential Economy,20411
7759,Retail Space,3900
5649,Office Space,174584
10579,Multi-Family Residential Economy,108870
14321,Single Family Attached Residential Economy,1406
1914,Single Family Detached Residential Economy,22783
18583,Office Space,56302
10935,Retail Space,426329
7643,Single Family Detached Residential Economy,5069
22970,Single Family Detached Residential Economy,77136
